Concept,Taxonomy,Value,Filing Date,End Date,Unit,Fiscal Period,Form Type,Accession Number
EntityCommonStockSharesOutstanding,dei,8879121378,2009-10-23,2009-10-19,shares,Q1,10-Q,0001193125-09-212454
EntityCommonStockSharesOutstanding,dei,8770460922,2010-01-28,2010-01-25,shares,Q2,10-Q,0001193125-10-015598
EntityCommonStockSharesOutstanding,dei,8763839329,2010-04-22,2010-04-19,shares,Q3,10-Q,0001193125-10-090116
EntityCommonStockSharesOutstanding,dei,8653567331,2010-07-30,2010-07-20,shares,FY,10-K,0001193125-10-171791
EntityCommonStockSharesOutstanding,dei,8555523242,2010-10-28,2010-10-22,shares,Q1,10-Q,0001193125-10-239825
EntityCommonStockSharesOutstanding,dei,8402382031,2011-01-27,2011-01-21,shares,Q2,10-Q,0001193125-11-015947
EntityCommonStockSharesOutstanding,dei,8432767307,2011-04-28,2011-04-21,shares,Q3,10-Q,0001193125-11-115186
EntityCommonStockSharesOutstanding,dei,8378265782,2011-07-28,2011-07-20,shares,FY,10-K,0001193125-11-200680
EntityCommonStockSharesOutstanding,dei,8412182277,2011-10-20,2011-10-17,shares,Q1,10-Q,0001193125-11-276022
EntityCommonStockSharesOutstanding,dei,8390771388,2012-01-27,2012-01-17,shares,Q2,10-Q/A,0001193125-12-026864
EntityCommonStockSharesOutstanding,dei,8400866103,2012-04-19,2012-04-17,shares,Q3,10-Q,0001193125-12-170665
EntityCommonStockSharesOutstanding,dei,8383396575,2012-07-26,2012-07-18,shares,FY,10-K,0001193125-12-316848
EntityCommonStockSharesOutstanding,dei,8416462491,2012-10-18,2012-10-15,shares,Q1,10-Q,0001193125-12-427209
EntityCommonStockSharesOutstanding,dei,8376244910,2013-01-24,2013-01-18,shares,Q2,10-Q,0001193125-13-022207
EntityCommonStockSharesOutstanding,dei,8351106590,2013-04-18,2013-04-11,shares,Q3,10-Q,0001193125-13-160748
EntityCommonStockSharesOutstanding,dei,8329956402,2013-07-30,2013-07-18,shares,FY,10-K,0001193125-13-310206
EntityCommonStockSharesOutstanding,dei,8347968348,2013-10-24,2013-10-16,shares,Q1,10-Q,0001193125-13-409855
EntityCommonStockSharesOutstanding,dei,8300723725,2014-01-23,2014-01-17,shares,Q2,10-Q,0001193125-14-018634
EntityCommonStockSharesOutstanding,dei,8260411967,2014-04-24,2014-04-17,shares,Q3,10-Q,0001193125-14-157088
EntityCommonStockSharesOutstanding,dei,8239848789,2014-07-31,2014-07-22,shares,FY,10-K,0001193125-14-289961
EntityCommonStockSharesOutstanding,dei,8242852827,2014-10-23,2014-10-16,shares,Q1,10-Q,0001193125-14-380252
EntityCommonStockSharesOutstanding,dei,8203785341,2015-01-26,2015-01-22,shares,Q2,10-Q,0001193125-15-020351
EntityCommonStockSharesOutstanding,dei,8089575277,2015-04-23,2015-04-16,shares,Q3,10-Q,0001193125-15-144151
EntityCommonStockSharesOutstanding,dei,7997980969,2015-07-31,2015-07-27,shares,FY,10-K,0001193125-15-272806
EntityCommonStockSharesOutstanding,dei,7987913152,2015-10-22,2015-10-15,shares,Q1,10-Q,0001193125-15-350718
EntityCommonStockSharesOutstanding,dei,7909302774,2016-01-28,2016-01-22,shares,Q2,10-Q,0001193125-16-441821
EntityCommonStockSharesOutstanding,dei,7860466856,2016-04-21,2016-04-15,shares,Q3,10-Q,0001193125-16-550254
EntityCommonStockSharesOutstanding,dei,7792515573,2016-07-28,2016-07-25,shares,FY,10-K,0001193125-16-662209
EntityCommonStockSharesOutstanding,dei,7775350501,2016-10-20,2016-10-14,shares,Q1,10-Q,0001193125-16-742796
EntityCommonStockSharesOutstanding,dei,7727529820,2017-01-26,2017-01-20,shares,Q2,10-Q,0001564590-17-000654
EntityCommonStockSharesOutstanding,dei,7720514731,2017-04-27,2017-04-21,shares,Q3,10-Q,0001564590-17-007547
EntityCommonStockSharesOutstanding,dei,7702243979,2017-08-02,2017-07-31,shares,FY,10-K,0001564590-17-014900
EntityCommonStockSharesOutstanding,dei,7714590195,2017-10-26,2017-10-20,shares,Q1,10-Q,0001564590-17-020171
EntityCommonStockSharesOutstanding,dei,7699792852,2018-01-31,2018-01-26,shares,Q2,10-Q,0001564590-18-001129
EntityCommonStockSharesOutstanding,dei,7683197503,2018-04-26,2018-04-20,shares,Q3,10-Q,0001564590-18-009307
EntityCommonStockSharesOutstanding,dei,7668217316,2018-08-03,2018-07-31,shares,FY,10-K,0001564590-18-019062
EntityCommonStockSharesOutstanding,dei,7676218736,2018-10-24,2018-10-19,shares,Q1,10-Q,0001564590-18-024893
EntityCommonStockSharesOutstanding,dei,7672213446,2019-01-30,2019-01-25,shares,Q2,10-Q,0001564590-19-001392
EntityCommonStockSharesOutstanding,dei,7662817920,2019-04-24,2019-04-18,shares,Q3,10-Q,0001564590-19-012709
EntityCommonStockSharesOutstanding,dei,7635409400,2019-08-01,2019-07-29,shares,FY,10-K,0001564590-19-027952
EntityCommonStockSharesOutstanding,dei,7628805618,2019-10-23,2019-10-18,shares,Q1,10-Q,0001564590-19-037549
EntityCommonStockSharesOutstanding,dei,7606047010,2020-01-29,2020-01-24,shares,Q2,10-Q,0001564590-20-002450
EntityCommonStockSharesOutstanding,dei,7583440247,2020-04-29,2020-04-24,shares,Q3,10-Q,0001564590-20-019706
EntityCommonStockSharesOutstanding,dei,7567652935,2020-07-30,2020-07-27,shares,FY,10-K,0001564590-20-034944
EntityCommonStockSharesOutstanding,dei,7560495969,2020-10-27,2020-10-22,shares,Q1,10-Q,0001564590-20-047996
EntityCommonStockSharesOutstanding,dei,7542215767,2021-01-26,2021-01-21,shares,Q2,10-Q,0001564590-21-002316
EntityCommonStockSharesOutstanding,dei,7531574551,2021-04-27,2021-04-22,shares,Q3,10-Q,0001564590-21-020891
EntityCommonStockSharesOutstanding,dei,7514891248,2021-07-29,2021-07-26,shares,FY,10-K,0001564590-21-039151
EntityCommonStockSharesOutstanding,dei,7507980444,2021-10-26,2021-10-21,shares,Q1,10-Q,0001564590-21-051992
EntityCommonStockSharesOutstanding,dei,7496866428,2022-01-25,2022-01-20,shares,Q2,10-Q,0001564590-22-002324
EntityCommonStockSharesOutstanding,dei,7479033135,2022-04-26,2022-04-21,shares,Q3,10-Q,0001564590-22-015675
EntityCommonStockSharesOutstanding,dei,7457891872,2022-07-28,2022-07-25,shares,FY,10-K,0001564590-22-026876
EntityCommonStockSharesOutstanding,dei,7454473144,2022-10-25,2022-10-20,shares,Q1,10-Q,0001564590-22-035087
EntityCommonStockSharesOutstanding,dei,7443803533,2023-01-24,2023-01-19,shares,Q2,10-Q,0001564590-23-000733
EntityCommonStockSharesOutstanding,dei,7435487575,2023-04-25,2023-04-20,shares,Q3,10-Q,0000950170-23-014423
EntityCommonStockSharesOutstanding,dei,7429763722,2023-07-27,2023-07-24,shares,FY,10-K,0000950170-23-035122
EntityCommonStockSharesOutstanding,dei,7432262329,2023-10-24,2023-10-19,shares,Q1,10-Q,0000950170-23-054855
EntityCommonStockSharesOutstanding,dei,7430436229,2024-01-30,2024-01-25,shares,Q2,10-Q,0000950170-24-008814
EntityCommonStockSharesOutstanding,dei,7432305794,2024-04-25,2024-04-22,shares,Q3,10-Q,0000950170-24-048288
EntityCommonStockSharesOutstanding,dei,7433038381,2024-07-30,2024-07-25,shares,FY,10-K,0000950170-24-087843
EntityCommonStockSharesOutstanding,dei,7434880776,2024-10-30,2024-10-24,shares,Q1,10-Q,0000950170-24-118967
EntityCommonStockSharesOutstanding,dei,7433982235,2025-01-29,2025-01-23,shares,Q2,10-Q,0000950170-25-010491
EntityCommonStockSharesOutstanding,dei,7432543865,2025-04-30,2025-04-24,shares,Q3,10-Q,0000950170-25-061046
EntityCommonStockSharesOutstanding,dei,7433166379,2025-07-30,2025-07-24,shares,FY,10-K,0000950170-25-100235
EntityListingParValuePerShare,dei,0,2011-04-28,2011-03-31,USD/shares,Q3,10-Q,0001193125-11-115186
EntityListingParValuePerShare,dei,0,2011-07-28,2011-06-30,USD/shares,FY,10-K,0001193125-11-200680
EntityListingParValuePerShare,dei,0,2011-10-20,2011-09-30,USD/shares,Q1,10-Q,0001193125-11-276022
EntityListingParValuePerShare,dei,0,2012-01-27,2011-12-31,USD/shares,Q2,10-Q/A,0001193125-12-026864
EntityListingParValuePerShare,dei,0,2012-04-19,2012-03-31,USD/shares,Q3,10-Q,0001193125-12-170665
EntityListingParValuePerShare,dei,0,2012-07-26,2012-06-30,USD/shares,FY,10-K,0001193125-12-316848
EntityListingParValuePerShare,dei,0,2012-10-18,2012-09-30,USD/shares,Q1,10-Q,0001193125-12-427209
EntityListingParValuePerShare,dei,0,2013-01-24,2012-12-31,USD/shares,Q2,10-Q,0001193125-13-022207
EntityListingParValuePerShare,dei,0,2013-04-18,2013-03-31,USD/shares,Q3,10-Q,0001193125-13-160748
EntityListingParValuePerShare,dei,0,2013-07-30,2013-06-30,USD/shares,FY,10-K,0001193125-13-310206
EntityListingParValuePerShare,dei,0,2013-10-24,2013-09-30,USD/shares,Q1,10-Q,0001193125-13-409855
EntityListingParValuePerShare,dei,0,2014-01-23,2013-12-31,USD/shares,Q2,10-Q,0001193125-14-018634
EntityListingParValuePerShare,dei,0,2014-04-24,2014-03-31,USD/shares,Q3,10-Q,0001193125-14-157088
EntityListingParValuePerShare,dei,6e-06,2014-07-31,2014-06-30,USD/shares,FY,10-K,0001193125-14-289961
EntityListingParValuePerShare,dei,6e-06,2014-10-23,2014-09-30,USD/shares,Q1,10-Q,0001193125-14-380252
EntityListingParValuePerShare,dei,6e-06,2015-01-26,2014-12-31,USD/shares,Q2,10-Q,0001193125-15-020351
EntityListingParValuePerShare,dei,6e-06,2015-04-23,2015-03-31,USD/shares,Q3,10-Q,0001193125-15-144151
EntityListingParValuePerShare,dei,6e-06,2015-07-31,2015-06-30,USD/shares,FY,10-K,0001193125-15-272806
EntityListingParValuePerShare,dei,6e-06,2016-07-28,2016-06-30,USD/shares,FY,10-K,0001193125-16-662209
EntityListingParValuePerShare,dei,6e-06,2017-08-02,2017-06-30,USD/shares,FY,10-K,0001564590-17-014900
EntityListingParValuePerShare,dei,6e-06,2018-08-03,2018-06-30,USD/shares,FY,10-K,0001564590-18-019062
EntityListingParValuePerShare,dei,6e-06,2019-08-01,2019-06-30,USD/shares,FY,10-K,0001564590-19-027952
EntityListingParValuePerShare,dei,6e-06,2019-10-23,2019-09-30,USD/shares,Q1,10-Q,0001564590-19-037549
EntityListingParValuePerShare,dei,6e-06,2020-01-29,2019-12-31,USD/shares,Q2,10-Q,0001564590-20-002450
EntityListingParValuePerShare,dei,6e-06,2020-04-29,2020-03-31,USD/shares,Q3,10-Q,0001564590-20-019706
EntityListingParValuePerShare,dei,6e-06,2020-07-30,2020-06-30,USD/shares,FY,10-K,0001564590-20-034944
EntityListingParValuePerShare,dei,6e-06,2020-10-27,2020-09-30,USD/shares,Q1,10-Q,0001564590-20-047996
EntityListingParValuePerShare,dei,6e-06,2021-01-26,2020-12-31,USD/shares,Q2,10-Q,0001564590-21-002316
EntityListingParValuePerShare,dei,6e-06,2021-04-27,2021-03-31,USD/shares,Q3,10-Q,0001564590-21-020891
EntityListingParValuePerShare,dei,6e-06,2021-07-29,2021-06-30,USD/shares,FY,10-K,0001564590-21-039151
EntityListingParValuePerShare,dei,6e-06,2021-10-26,2021-09-30,USD/shares,Q1,10-Q,0001564590-21-051992
EntityListingParValuePerShare,dei,6e-06,2022-01-25,2021-12-31,USD/shares,Q2,10-Q,0001564590-22-002324
EntityListingParValuePerShare,dei,6e-06,2022-04-26,2022-03-31,USD/shares,Q3,10-Q,0001564590-22-015675
EntityListingParValuePerShare,dei,6e-06,2022-07-28,2022-06-30,USD/shares,FY,10-K,0001564590-22-026876
EntityListingParValuePerShare,dei,6e-06,2022-10-25,2022-09-30,USD/shares,Q1,10-Q,0001564590-22-035087
EntityListingParValuePerShare,dei,6e-06,2023-01-24,2022-12-31,USD/shares,Q2,10-Q,0001564590-23-000733
EntityListingParValuePerShare,dei,6e-06,2023-04-25,2023-03-31,USD/shares,Q3,10-Q,0000950170-23-014423
EntityListingParValuePerShare,dei,6e-06,2023-07-27,2023-06-30,USD/shares,FY,10-K,0000950170-23-035122
EntityListingParValuePerShare,dei,6e-06,2023-10-24,2023-09-30,USD/shares,Q1,10-Q,0000950170-23-054855
EntityListingParValuePerShare,dei,6e-06,2024-01-30,2023-12-31,USD/shares,Q2,10-Q,0000950170-24-008814
EntityListingParValuePerShare,dei,6e-06,2024-04-25,2024-03-31,USD/shares,Q3,10-Q,0000950170-24-048288
EntityListingParValuePerShare,dei,6e-06,2024-07-30,2024-06-30,USD/shares,FY,10-K,0000950170-24-087843
EntityListingParValuePerShare,dei,6e-06,2024-10-30,2024-09-30,USD/shares,Q1,10-Q,0000950170-24-118967
EntityListingParValuePerShare,dei,6e-06,2025-01-29,2024-12-31,USD/shares,Q2,10-Q,0000950170-25-010491
EntityListingParValuePerShare,dei,6e-06,2025-04-30,2025-03-31,USD/shares,Q3,10-Q,0000950170-25-061046
EntityListingParValuePerShare,dei,6e-06,2025-07-30,2025-06-30,USD/shares,FY,10-K,0000950170-25-100235
EntityPublicFloat,dei,235244858633,2010-07-30,2009-12-31,USD,FY,10-K,0001193125-10-171791
EntityPublicFloat,dei,208370414170,2011-07-28,2010-12-31,USD,FY,10-K,0001193125-11-200680
EntityPublicFloat,dei,195333665376,2012-07-26,2011-12-31,USD,FY,10-K,0001193125-12-316848
EntityPublicFloat,dei,202945146270,2013-07-30,2012-12-31,USD,FY,10-K,0001193125-13-310206
EntityPublicFloat,dei,284539953282,2014-07-31,2013-12-31,USD,FY,10-K,0001193125-14-289961
EntityPublicFloat,dei,365312377595,2015-07-31,2014-12-31,USD,FY,10-K,0001193125-15-272806
EntityPublicFloat,dei,424500000000,2016-07-28,2015-12-31,USD,FY,10-K,0001193125-16-662209
EntityPublicFloat,dei,466500000000,2017-08-02,2016-12-31,USD,FY,10-K,0001564590-17-014900
EntityPublicFloat,dei,650100000000,2018-08-03,2017-12-31,USD,FY,10-K,0001564590-18-019062
EntityPublicFloat,dei,769600000000,2019-08-01,2018-12-31,USD,FY,10-K,0001564590-19-027952
EntityPublicFloat,dei,1200000000000,2020-07-30,2019-12-31,USD,FY,10-K,0001564590-20-034944
EntityPublicFloat,dei,1700000000000,2021-07-29,2020-12-31,USD,FY,10-K,0001564590-21-039151
EntityPublicFloat,dei,2500000000000,2022-07-28,2021-12-31,USD,FY,10-K,0001564590-22-026876
EntityPublicFloat,dei,1800000000000,2023-07-27,2022-12-31,USD,FY,10-K,0000950170-23-035122
EntityPublicFloat,dei,2800000000000,2024-07-30,2023-12-31,USD,FY,10-K,0000950170-24-087843
EntityPublicFloat,dei,3100000000000,2025-07-30,2024-12-31,USD,FY,10-K,0000950170-25-100235
AccountsPayableCurrent,us-gaap,3324000000,2009-10-23,2009-06-30,USD,Q1,10-Q,0001193125-09-212454
AccountsPayableCurrent,us-gaap,3324000000,2010-01-28,2009-06-30,USD,Q2,10-Q,0001193125-10-015598
AccountsPayableCurrent,us-gaap,3324000000,2010-04-22,2009-06-30,USD,Q3,10-Q,0001193125-10-090116
AccountsPayableCurrent,us-gaap,3324000000,2010-07-30,2009-06-30,USD,FY,10-K,0001193125-10-171791
AccountsPayableCurrent,us-gaap,3287000000,2009-10-23,2009-09-30,USD,Q1,10-Q,0001193125-09-212454
AccountsPayableCurrent,us-gaap,3171000000,2010-01-28,2009-12-31,USD,Q2,10-Q,0001193125-10-015598
AccountsPayableCurrent,us-gaap,3279000000,2010-04-22,2010-03-31,USD,Q3,10-Q,0001193125-10-090116
AccountsPayableCurrent,us-gaap,4025000000,2010-07-30,2010-06-30,USD,FY,10-K,0001193125-10-171791
AccountsPayableCurrent,us-gaap,4025000000,2010-10-28,2010-06-30,USD,Q1,10-Q,0001193125-10-239825
AccountsPayableCurrent,us-gaap,4025000000,2011-01-27,2010-06-30,USD,Q2,10-Q,0001193125-11-015947
AccountsPayableCurrent,us-gaap,4025000000,2011-04-28,2010-06-30,USD,Q3,10-Q,0001193125-11-115186
AccountsPayableCurrent,us-gaap,4025000000,2011-07-28,2010-06-30,USD,FY,10-K,0001193125-11-200680
AccountsPayableCurrent,us-gaap,3654000000,2010-10-28,2010-09-30,USD,Q1,10-Q,0001193125-10-239825
AccountsPayableCurrent,us-gaap,3863000000,2011-01-27,2010-12-31,USD,Q2,10-Q,0001193125-11-015947
AccountsPayableCurrent,us-gaap,3829000000,2011-04-28,2011-03-31,USD,Q3,10-Q,0001193125-11-115186
AccountsPayableCurrent,us-gaap,4197000000,2011-07-28,2011-06-30,USD,FY,10-K,0001193125-11-200680
AccountsPayableCurrent,us-gaap,4197000000,2011-10-20,2011-06-30,USD,Q1,10-Q,0001193125-11-276022
AccountsPayableCurrent,us-gaap,4197000000,2012-01-27,2011-06-30,USD,Q2,10-Q/A,0001193125-12-026864
AccountsPayableCurrent,us-gaap,4197000000,2012-04-19,2011-06-30,USD,Q3,10-Q,0001193125-12-170665
AccountsPayableCurrent,us-gaap,4197000000,2012-07-26,2011-06-30,USD,FY,10-K,0001193125-12-316848
AccountsPayableCurrent,us-gaap,3719000000,2011-10-20,2011-09-30,USD,Q1,10-Q,0001193125-11-276022
AccountsPayableCurrent,us-gaap,3884000000,2012-01-27,2011-12-31,USD,Q2,10-Q/A,0001193125-12-026864
AccountsPayableCurrent,us-gaap,3790000000,2012-04-19,2012-03-31,USD,Q3,10-Q,0001193125-12-170665
AccountsPayableCurrent,us-gaap,4175000000,2012-07-26,2012-06-30,USD,FY,10-K,0001193125-12-316848
AccountsPayableCurrent,us-gaap,4175000000,2012-10-18,2012-06-30,USD,Q1,10-Q,0001193125-12-427209
AccountsPayableCurrent,us-gaap,4175000000,2013-01-24,2012-06-30,USD,Q2,10-Q,0001193125-13-022207
AccountsPayableCurrent,us-gaap,4175000000,2013-04-18,2012-06-30,USD,Q3,10-Q,0001193125-13-160748
AccountsPayableCurrent,us-gaap,4175000000,2013-07-30,2012-06-30,USD,FY,10-K,0001193125-13-310206
AccountsPayableCurrent,us-gaap,4175000000,2013-11-26,2012-06-30,USD,FY,8-K,0001193125-13-455144
AccountsPayableCurrent,us-gaap,3631000000,2012-10-18,2012-09-30,USD,Q1,10-Q,0001193125-12-427209
AccountsPayableCurrent,us-gaap,4356000000,2013-01-24,2012-12-31,USD,Q2,10-Q,0001193125-13-022207
AccountsPayableCurrent,us-gaap,4532000000,2013-04-18,2013-03-31,USD,Q3,10-Q,0001193125-13-160748
AccountsPayableCurrent,us-gaap,4828000000,2013-07-30,2013-06-30,USD,FY,10-K,0001193125-13-310206
AccountsPayableCurrent,us-gaap,4828000000,2013-10-24,2013-06-30,USD,Q1,10-Q,0001193125-13-409855
AccountsPayableCurrent,us-gaap,4828000000,2013-11-26,2013-06-30,USD,FY,8-K,0001193125-13-455144
AccountsPayableCurrent,us-gaap,4828000000,2014-01-23,2013-06-30,USD,Q2,10-Q,0001193125-14-018634
AccountsPayableCurrent,us-gaap,4828000000,2014-04-24,2013-06-30,USD,Q3,10-Q,0001193125-14-157088
AccountsPayableCurrent,us-gaap,4828000000,2014-07-31,2013-06-30,USD,FY,10-K,0001193125-14-289961
AccountsPayableCurrent,us-gaap,4841000000,2013-10-24,2013-09-30,USD,Q1,10-Q,0001193125-13-409855
AccountsPayableCurrent,us-gaap,5398000000,2014-01-23,2013-12-31,USD,Q2,10-Q,0001193125-14-018634
AccountsPayableCurrent,us-gaap,4583000000,2014-04-24,2014-03-31,USD,Q3,10-Q,0001193125-14-157088
AccountsPayableCurrent,us-gaap,7432000000,2014-07-31,2014-06-30,USD,FY,10-K,0001193125-14-289961
AccountsPayableCurrent,us-gaap,7432000000,2014-10-23,2014-06-30,USD,Q1,10-Q,0001193125-14-380252
AccountsPayableCurrent,us-gaap,7432000000,2015-01-26,2014-06-30,USD,Q2,10-Q,0001193125-15-020351
AccountsPayableCurrent,us-gaap,7432000000,2015-04-23,2014-06-30,USD,Q3,10-Q,0001193125-15-144151
AccountsPayableCurrent,us-gaap,7432000000,2015-07-31,2014-06-30,USD,FY,10-K,0001193125-15-272806
AccountsPayableCurrent,us-gaap,7432000000,2015-10-27,2014-06-30,USD,,8-K,0001193125-15-353706
AccountsPayableCurrent,us-gaap,6769000000,2014-10-23,2014-09-30,USD,Q1,10-Q,0001193125-14-380252
AccountsPayableCurrent,us-gaap,6932000000,2015-01-26,2014-12-31,USD,Q2,10-Q,0001193125-15-020351
AccountsPayableCurrent,us-gaap,6690000000,2015-04-23,2015-03-31,USD,Q3,10-Q,0001193125-15-144151
AccountsPayableCurrent,us-gaap,6591000000,2015-07-31,2015-06-30,USD,FY,10-K,0001193125-15-272806
AccountsPayableCurrent,us-gaap,6591000000,2015-10-22,2015-06-30,USD,Q1,10-Q,0001193125-15-350718
AccountsPayableCurrent,us-gaap,6591000000,2015-10-27,2015-06-30,USD,,8-K,0001193125-15-353706
AccountsPayableCurrent,us-gaap,6591000000,2016-01-28,2015-06-30,USD,Q2,10-Q,0001193125-16-441821
AccountsPayableCurrent,us-gaap,6591000000,2016-04-21,2015-06-30,USD,Q3,10-Q,0001193125-16-550254
AccountsPayableCurrent,us-gaap,6591000000,2016-07-28,2015-06-30,USD,FY,10-K,0001193125-16-662209
AccountsPayableCurrent,us-gaap,6630000000,2015-10-22,2015-09-30,USD,Q1,10-Q,0001193125-15-350718
AccountsPayableCurrent,us-gaap,6936000000,2016-01-28,2015-12-31,USD,Q2,10-Q,0001193125-16-441821
AccountsPayableCurrent,us-gaap,6759000000,2016-04-21,2016-03-31,USD,Q3,10-Q,0001193125-16-550254
AccountsPayableCurrent,us-gaap,6898000000,2016-07-28,2016-06-30,USD,FY,10-K,0001193125-16-662209
AccountsPayableCurrent,us-gaap,6898000000,2016-10-20,2016-06-30,USD,Q1,10-Q,0001193125-16-742796
AccountsPayableCurrent,us-gaap,6898000000,2017-01-26,2016-06-30,USD,Q2,10-Q,0001564590-17-000654
AccountsPayableCurrent,us-gaap,6898000000,2017-04-27,2016-06-30,USD,Q3,10-Q,0001564590-17-007547
AccountsPayableCurrent,us-gaap,6898000000,2017-08-02,2016-06-30,USD,FY,10-K,0001564590-17-014900
AccountsPayableCurrent,us-gaap,6296000000,2016-10-20,2016-09-30,USD,Q1,10-Q,0001193125-16-742796
AccountsPayableCurrent,us-gaap,6580000000,2017-01-26,2016-12-31,USD,Q2,10-Q,0001564590-17-000654
AccountsPayableCurrent,us-gaap,6217000000,2017-04-27,2017-03-31,USD,Q3,10-Q,0001564590-17-007547
AccountsPayableCurrent,us-gaap,7390000000,2017-08-02,2017-06-30,USD,FY,10-K,0001564590-17-014900
AccountsPayableCurrent,us-gaap,7390000000,2017-10-26,2017-06-30,USD,Q1,10-Q,0001564590-17-020171
AccountsPayableCurrent,us-gaap,7390000000,2018-01-31,2017-06-30,USD,Q2,10-Q,0001564590-18-001129
AccountsPayableCurrent,us-gaap,7390000000,2018-04-26,2017-06-30,USD,Q3,10-Q,0001564590-18-009307
AccountsPayableCurrent,us-gaap,7390000000,2018-08-03,2017-06-30,USD,FY,10-K,0001564590-18-019062
AccountsPayableCurrent,us-gaap,6866000000,2017-10-26,2017-09-30,USD,Q1,10-Q,0001564590-17-020171
AccountsPayableCurrent,us-gaap,7850000000,2018-01-31,2017-12-31,USD,Q2,10-Q,0001564590-18-001129
AccountsPayableCurrent,us-gaap,7623000000,2018-04-26,2018-03-31,USD,Q3,10-Q,0001564590-18-009307
AccountsPayableCurrent,us-gaap,8617000000,2018-08-03,2018-06-30,USD,FY,10-K,0001564590-18-019062
AccountsPayableCurrent,us-gaap,8617000000,2018-10-24,2018-06-30,USD,Q1,10-Q,0001564590-18-024893
AccountsPayableCurrent,us-gaap,8617000000,2019-01-30,2018-06-30,USD,Q2,10-Q,0001564590-19-001392
AccountsPayableCurrent,us-gaap,8617000000,2019-04-24,2018-06-30,USD,Q3,10-Q,0001564590-19-012709
AccountsPayableCurrent,us-gaap,8617000000,2019-08-01,2018-06-30,USD,FY,10-K,0001564590-19-027952
AccountsPayableCurrent,us-gaap,8511000000,2018-10-24,2018-09-30,USD,Q1,10-Q,0001564590-18-024893
AccountsPayableCurrent,us-gaap,7563000000,2019-01-30,2018-12-31,USD,Q2,10-Q,0001564590-19-001392
AccountsPayableCurrent,us-gaap,7544000000,2019-04-24,2019-03-31,USD,Q3,10-Q,0001564590-19-012709
AccountsPayableCurrent,us-gaap,9382000000,2019-08-01,2019-06-30,USD,FY,10-K,0001564590-19-027952
AccountsPayableCurrent,us-gaap,9382000000,2019-10-23,2019-06-30,USD,Q1,10-Q,0001564590-19-037549
AccountsPayableCurrent,us-gaap,9382000000,2020-01-29,2019-06-30,USD,Q2,10-Q,0001564590-20-002450
AccountsPayableCurrent,us-gaap,9382000000,2020-04-29,2019-06-30,USD,Q3,10-Q,0001564590-20-019706
AccountsPayableCurrent,us-gaap,9382000000,2020-07-30,2019-06-30,USD,FY,10-K,0001564590-20-034944
AccountsPayableCurrent,us-gaap,8574000000,2019-10-23,2019-09-30,USD,Q1,10-Q,0001564590-19-037549
AccountsPayableCurrent,us-gaap,8811000000,2020-01-29,2019-12-31,USD,Q2,10-Q,0001564590-20-002450
AccountsPayableCurrent,us-gaap,9246000000,2020-04-29,2020-03-31,USD,Q3,10-Q,0001564590-20-019706
AccountsPayableCurrent,us-gaap,12530000000,2020-07-30,2020-06-30,USD,FY,10-K,0001564590-20-034944
AccountsPayableCurrent,us-gaap,12530000000,2020-10-27,2020-06-30,USD,Q1,10-Q,0001564590-20-047996
AccountsPayableCurrent,us-gaap,12530000000,2021-01-26,2020-06-30,USD,Q2,10-Q,0001564590-21-002316
AccountsPayableCurrent,us-gaap,12530000000,2021-04-27,2020-06-30,USD,Q3,10-Q,0001564590-21-020891
AccountsPayableCurrent,us-gaap,12530000000,2021-07-29,2020-06-30,USD,FY,10-K,0001564590-21-039151
AccountsPayableCurrent,us-gaap,12509000000,2020-10-27,2020-09-30,USD,Q1,10-Q,0001564590-20-047996
AccountsPayableCurrent,us-gaap,12770000000,2021-01-26,2020-12-31,USD,Q2,10-Q,0001564590-21-002316
AccountsPayableCurrent,us-gaap,13412000000,2021-04-27,2021-03-31,USD,Q3,10-Q,0001564590-21-020891
AccountsPayableCurrent,us-gaap,15163000000,2021-07-29,2021-06-30,USD,FY,10-K,0001564590-21-039151
AccountsPayableCurrent,us-gaap,15163000000,2021-10-26,2021-06-30,USD,Q1,10-Q,0001564590-21-051992
AccountsPayableCurrent,us-gaap,15163000000,2022-01-25,2021-06-30,USD,Q2,10-Q,0001564590-22-002324
AccountsPayableCurrent,us-gaap,15163000000,2022-04-26,2021-06-30,USD,Q3,10-Q,0001564590-22-015675
AccountsPayableCurrent,us-gaap,15163000000,2022-07-28,2021-06-30,USD,FY,10-K,0001564590-22-026876
AccountsPayableCurrent,us-gaap,14832000000,2021-10-26,2021-09-30,USD,Q1,10-Q,0001564590-21-051992
AccountsPayableCurrent,us-gaap,15314000000,2022-01-25,2021-12-31,USD,Q2,10-Q,0001564590-22-002324
AccountsPayableCurrent,us-gaap,16085000000,2022-04-26,2022-03-31,USD,Q3,10-Q,0001564590-22-015675
AccountsPayableCurrent,us-gaap,19000000000,2022-07-28,2022-06-30,USD,FY,10-K,0001564590-22-026876
AccountsPayableCurrent,us-gaap,19000000000,2022-10-25,2022-06-30,USD,Q1,10-Q,0001564590-22-035087
AccountsPayableCurrent,us-gaap,19000000000,2023-01-24,2022-06-30,USD,Q2,10-Q,0001564590-23-000733
AccountsPayableCurrent,us-gaap,19000000000,2023-04-25,2022-06-30,USD,Q3,10-Q,0000950170-23-014423
AccountsPayableCurrent,us-gaap,19000000000,2023-07-27,2022-06-30,USD,FY,10-K,0000950170-23-035122
